News,Label
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
कोरो वैक्सीन तैयार कार्टून ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
दिल्ल वेतन ले निगम के सफ़ कर्मचार हड़ताल चल दिल्ल कूड़ के ढेर तब्दील जाएग ,1
रॉ भिंडरावाल हेलीकॉप्टर अपहरण योज बन विवेच जरनैल सिंह भिंडरावाल स्वर्ण मंदिर निकाल योज ब्रिटिश अफ़सर सलाह ली ,1
उत्तराखंड में पैर पसारने की कोशिशों में जुटी आम आदमी पार्टीउत्तराखंड की राजनीति पर नज़र रखने वाले जानकारों का मानना है कि आम आदमी पार्टी के आने से यहां राजनीति के समीकरण बदल सकते हैं.,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
7 करोड़ ग्लोबल टीचर प्राइज़ जीत आध पुरस्कार राश बांट वाल शिक्षक ,1
बिहार चुनाव बीजेपी-जेडीय गठबंधन ना मुसलमान विधायक बन ना कैबिनेट जगह मिल टिकट बंटवार के लिहाज देख सत् पक्ष के चार घटक दल जेडीय छोड़ पार्ट मुस्लिम उम्मीदवार टिकट नह दिय ,1
अर्नब गोस्वाम गिरफ़्तार पीएम मोद ले मंत्र ट्वीट किय गिरफ़्तार आलोच ,1
पश्चिम बंगाल: शुभेंदु अधिकारी ने विधानसभा की सदस्यता से दिया इस्तीफ़ाममता बनर्जी और हाल तक उनका दाहिना हाथ समझे जाने वाले टीएमसी के कद्दावर नेता शुभेंदु अधिकारी के आपसी संबंध अब उस मुकाम तक पहुंच गए हैं जिसे 'प्वॉयंट ऑफ़ नो रिटर्न' कहा जाता है.,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
झारखंड में IAS पूजा सिंघल को लेकर सियासी उबालकभी 21 साल की उम्र में सिविल सेवा परीक्षा पास करने वाली भारतीय प्रशासनिक सेवा (आइएएस) की अधिकारी पूजा सिंघल अपने 22 साल के करियर के सबसे मुश्किल दिनों से गुजर रही हैं. ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
आकर्षण केंद्र वो शक्तिशाल पहलवान जिनक संबंध प्रसिद्ध भोल पहलवान परिवार दारुल सेहत सब भोल अखाड़ के नाम जान ,1
"बिहार चुनाव: बीजेपी-जेडीयू गठबंधन से ना मुसलमान विधायक बना, ना कैबिनेट में जगह मिलीटिकट बंटवारे के लिहाज से देखें तो सत्ता पक्ष के चार घटक दलों में जेडीयू को छोड़कर किसी पार्टी ने मुस्लिम उम्मीदवार को टिकट ही नहीं दिया था.",1
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
IPL: DRS ना होने पर कइयों का फूटा ग़ुस्सा पर धोनी का रुख़ रहा बिल्कुल अलगमुंबई से हार कर चेन्नई की टीम भले ही प्लेऑफ़ की रेस से बाहर हो गई है लेकिन इस मैच के पहले ओवर ने एक बार फिर आईपीएल को विवादों में लपेट लिया है.,1
पाकिस्तान में इमरान ख़ान और विपक्ष के बीच बढ़ा टकरावमरियम नवाज़ ने लोगों से अपील की कि वो हर हालत में मीनार-ए-पाकिस्तान पहुँचकर इमरान ख़ान की सरकार को एक आख़िरी धक्का दें.,1
टीम इंडिय जी विराट कोहल बोल शक वाल देख क़ाबिलियत भारत ऑस्ट्रेलिय उसक अपराजेय मा रह गाब धूल चट सोशल मीडिय लोग लग चौके-छक्क ,1
पाकिस्तान की संसद में सच में लगे 'मोदी-मोदी' के नारे?भारतीय मीडिया में ये दावा किया गया है कि पाकिस्तान की संसद में एक बहस के दौरान पीएम मोदी के नारे लगाए गए.,1
"बाबर: मध्य एशिया में वर्चस्व की लड़ाई से भारत में मुग़ल सल्तनत की स्थापना तकबाबर ने जिस मुग़ल सल्तनत की स्थापना की थी, बुलंदी के दिनों में उसके पास दुनिया की एक चौथाई से अधिक दौलत थी. इस सल्तनत का क्षेत्रफल अफ़ग़ानिस्तान समेत लगभग पूरे उपमहाद्वीप पर फैला हुआ था.",1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"ताजमहल को लेकर हाईकोर्ट में पेश याचिका में 22 कमरों को लेकर क्या कहा गया हैसोमवार को इलाहाबाद हाईकोर्ट की लखनऊ बेंच में एक याचिका दायर हुई है, जिसमें मांग की गई है कि ताजमहल के ऊपरी और निचले हिस्से में बंद क़रीब 22 कमरे खुलवाए जाएं. याचिका में यह माँग भी की गई है कि पुरातत्व विभाग को उन बंद कमरों में मूर्तियों और शिलालेखों की खोज करने का भी आदेश दिया जाए.",1
झारखंड दिसंबर शाम सोमार ज़िंदग सबस ख़ौफ़नाक शाम बन ,1
मामल सुप्रीम कोर्ट पहुंच चुक ,1
स्टीव स्मिथ 34 फ़ीसद अंतरराष्ट्रीय शतक भारत के ख़िलाफ़ बन उन्ह भारत के ख़िलाफ़ बल्लेबाज़ पसंद ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"प्रवासी मज़दूरों के पलायन के लिए कौन ज़िम्मेदार- फ़ेक न्यूज़ या सरकारी उदासीनता""लॉकडाउन की अवधि के बारे में फ़र्ज़ी समाचारों से उत्पन्न भय के कारण बड़ी संख्या में प्रवासी कामगार का प्रवासन शुरू हो गया था और लोग, विशेषकर प्रवासी कामगार, भोजन, पेयजल, स्वास्थ्य सेवाओं और आश्रय जैसी मलूभूत आवश्यकताओं की पर्याप्त आपूर्ति के बारे में चिंतित थे. तथापि, केंद्र सरकार इस बात के प्रति सजग थी और उसने यह सुनिश्चित करने के लिए सभी आवश्यक उपाय किए कि अपरिहार्य लॉकडाउन की अवधि के दौरान कोई भी नागरिक भोजन, पेयजल, चिकित्सा सुविधाओं आदि की मूलभूत सुविधाओं से वंचित न हो.""",0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
उत्तर प्रदेश के गोरखपुर सामूहिक विवाह कार्यक्रम मां बेट अपने-अप जीवनसाथ चु ,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
16 दिसंबर 1971 पाकिस्ता भारत के साम समर्पण किय उसक तैयार मेजर जनरल जेएफ़आर जैकब बत क्य ,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
उत्तर प्रदेश पिछल के पत्रकार के ख़िलाफ़ सरकार छव ख़राब के आरोप लग मुक़दम दर्ज ,1
कोरोना: इस तरह भारत में एक करोड़ के पार पहुंचा संक्रमणभारत में कोरोना संक्रमण का पहला मामला इस साल के जनवरी महीने में आया था.,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
भारत ऑस्ट्रेलिय के सिड खेल गय तीसर टेस्ट मैच बि नतीज के समाप्त ऑस्ट्रेलिय भारत के साम दूसर पार जीत के 407 रन लक्ष्य रख जिसक जवाब भारत पाँच विकेट के नुक़सान 334 रन बन ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
मोदी सरकार ने जिन दो कोरोना वैक्सीन को मंज़ूरी दी उन पर इतने सवाल क्योंऑक्सफोर्ड की कोविशील्ड और भारत बायोटेक की कोवैक्सीन को मंज़ूरी दी गई है लेकिन दोनों के डेटा सार्वजनिक नहीं किए गए हैं. ऐसे में कई तरह की चिंताएं ज़ाहिर की जा रही हैं.,1
किसान आंदोलन: 'भगत सिंह की याद में पीले कपड़े' पहन कर आईं ये औरतेंये महिलाएं खुद को किसान कहती हैं. यूनियन के साथ भी उनका नाता है. वे अपने समुदाय और धर्म से भी जुड़ी हैं और अपनी जमीन की भी नुमाइंदगी कर रही हैं.,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
किसान आंदोलनः किसान संगठन के क्य चल रह किसान आंदोलन शामिल किसान संगठन हर रोज़ रिव्य मीटिंग के आपस अप समन्वय मज़बूत ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
16 दिसंबर 1971 दोपहर ढाक पाकिस्ता के मुख्यालय हथियार डाल पहल पाकिस्ता के चोट के अफ़सर दिन खा खा रह ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
अमेरिक भारतीय मूल के प्रसिद्ध लेखक बुद्धिजीव फ़रीद ज़करिय ख़ास बातचीत बीबीस संवादद ज़ुबैर अहमद ,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
डोनाल्ड ट्रंप जगह बाइडन के आन भारत के क्या-क्य बदल व्हाइट हाउस नए राष्ट्रपत मौजूदग अमेरिक भारत के रिश्त कैस प्रभावित ,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
पहले स्वदेशी एयरक्राफ्ट की व्यावसायिक उड़ान पर मोदी सरकार का दावा कितना सच?- फ़ैक्ट चेकपिछले सप्ताह भारत के नागरिक उड्डयन मंत्री ज्योतिरादित्य सिंधिया ने ट्वीट करके स्वदेशी डोर्नियर एयरक्राफ्ट की पहली व्यावसायिक उड़ान सेवा शुरू करने की जानकारी दी. ,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
भारत इस्लामिक देश के संगठन ऑर्गेनाइजेशन ऑफ़ इस्लामिक कोऑपरेशन ओआईस के सदस्य देश के विदेश मंत्र बैठक पास प्रस्ताव ख़ारिज दिय ,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
ऑस्ट्रेलिय बल्लेबाज़ स्टीव स्मिथ सिड टेस्ट के अंतिम दिन ऋषभ पंत बैटिंग क्रीज़ ख़राब के आरोप हैरान पंत शतक केवल तीन रन पहल आउट ,1
"उठा-पटक के इस दौर में विश्वास का सवाल: बीबीसी महानिदेशक टोनी हॉलयहां आकर मुझे बहुत ख़ुशी हुई है, पिछली बार, मुझे क़रीब दो बरस पहले दिल्ली आने का मौक़ा मिला था. ",0
इमरान ख़ान अफ़ग़ानिस्तान को क्या भारत से दूर ले जा रहे हैं?पाकिस्तान और अफ़ग़ानिस्तान के बीच अनबन जितनी पुरानी है उतनी ही पुरानी भारत और अफ़ग़ानिस्तान की दोस्ती है.,1
भारत में कोरोना वैक्सीन को मंज़ूरी मिलने पर सवाल क्यों?ड्रग कंट्रोलर जनरल ऑफ़ इंडिया (डीसीजीआई) ने रविवार को कोविड-19 के इलाज के लिए दो वैक्सीन के आपातकालीन इस्तेमाल की अनुमति दे दी.,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"महबूबा मुफ्ती ने ताजमहल, लाल किला को लेकर उठे विवाद पर मोदी सरकार पर उठाए सवालजम्मू-कश्मीर की पूर्व मुख्यमंत्री और पीपुल्स डेमोक्रेटिक पार्टी (पीडीपी) की प्रमुख महबूबा मुफ़्ती ने कहा है कि केंद्र की बीजेपी सरकार लोगों को नौकरी देने में नाकाम रही है. ",1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
जॉनी डेप बनाम एंबर हर्ड मुक़दमे में दुनिया भर की दिलचस्पी क्यों हैअगर हॉलीवुड फ़िल्मों में आपकी दिलचस्पी है तो पाइरेट्स ऑफ़ कैरिबियन्स फ़िल्म और सीरीज के बारे में सुना होगा जिसमें अभिनेता जॉनी डेप ने काम किया था. वो तीन बार ऑस्कर अवॉर्ड के लिए नामांकित हो चुके हैं और गोल्डन ग्लोब अवॉर्ड जीत चुके हैं.,1
कांवड़ यात्रा: मुस्लिम लड़कियों के शिव मंदिर में जल चढ़ाने का सचसोशल मीडिया पर बुर्क़ा पहने हुए कांवड़ लेकर जातीं कुछ महिलाओं का एक वीडियो इस दावे के साथ शेयर किया जा रहा है कि 'हलाला और तलाक़ से बचने के लिए कुछ मुस्लिम महिलाओं ने झारखंड के देवघर स्थित प्राचीन शिव मंदिर में जल चढ़ाया'.,0
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
होमी जहाँगीर भाभा ना होते तो कैसा होता भारत?30 अक्तूबर भारत के परमाणु कार्यक्रम के पितामह कहे जाने वाले होमी जहांगीर भाभा की जयंती है. पढ़िए रेहान फ़ज़ल का एक विशेष लेख.,1
विजयादशमी से पहले केंद्रीय कर्मचारियों के खाते में पहुंचेगा बोनसकेंद्र सरकार ने 30.67 लाख नॉन-गैज़ेटेड केंद्रीय कर्मचारियों को तुरंत बोनस देने की घोषणा की है.,1
"कृषि क़ानून: प्रदर्शनकारी किसान बोले, हम हाइवे पर ही डटे रहेंगे",1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
"सीरिया के असद परिवार को मालामाल बना रही है यह गोलीअरब दुनिया में एक पुरानी ड्रग फिर सामने आ गई है. इसका नाम है, कैप्टागॉन",1
